Height,Waist,Shoulder,Hipline,Bust,Length,Arm,Size
176,109.9,48.2,121.8,119.2,80.8,61,41
175,110.4,48.2,120.5,120.1,80.7,60.9,41
176,110.6,48.5,123.7,118.8,80.4,60.5,41
178,110.9,48.5,120.4,119,80.5,61.1,41
178.5,108,48.7,121.5,120,80.7,60,41
179,110.2,48.6,122.8,120.6,80.3,60.5,41
177,109.8,48.9,123.2,118.4,80.4,60,41
178.5,109.9,48,120.4,118.2,80.4,60.8,41
177,108.7,48.3,122.6,119.6,80.3,61.3,41
176.5,110.6,48.7,122.7,118.9,80.9,61.3,41
176.5,110.3,48.3,121.6,120.8,80.6,60.5,41
175.5,110.7,48.2,122.2,119.5,80,60.2,41
179,108.5,48.4,120.6,119.1,80.3,61.2,41
176.5,110.6,48.8,123.6,119.3,80.4,61,41
175.5,109.3,48.1,121.6,120.3,80.2,60.1,41
176,110.9,48,122.4,118.2,80,61.2,41
179.5,109.9,48.9,120.7,119.2,80.7,61.1,41
178.5,110.2,48.5,123,119.7,80.2,60,41
179,108.1,48.9,121.3,120.9,80.3,60.7,41
178,110.9,48.4,123.6,120.7,80.7,60.7,41
176.5,108.2,48.9,121.7,119.1,80,60.7,41
175,110.7,48,120.3,118.2,80.6,61.1,41
175.5,108.6,48,122,118.6,80,60.4,41
177.5,110.4,48.3,122.2,119,80.4,61.1,41
175.5,109,48.8,123.5,120.1,80.5,61,41
175.5,108.7,48.6,123.4,119.3,80.9,61.2,41
176.5,110.1,48.9,120.1,118.6,80.8,60.9,41
178.5,108.8,48.4,123.4,118.8,80.8,61.3,41
176.5,108.5,48.8,123.1,120,80.3,61,41
178.5,110.7,48.5,123.3,119.8,80.4,61.1,41
177,109,48.7,123.2,120,80.7,60.2,41
176.5,110.3,48.4,122.8,120.1,80.9,60.7,41
176,109.1,48.2,123,119.8,80.3,61,41
175.5,108.3,48,121.4,120,80.5,60.7,41
176,109.4,48.2,123.1,120.1,80.2,60.8,41
177,109.5,48.5,122.5,119.9,80.3,60.3,41
175,110,48.6,120.4,119.7,80.5,61.1,41
175.5,109.7,48.2,123.4,119.7,80.3,60.6,41
177.5,108.4,48.2,121.5,120.7,80.7,61.4,41
175.5,108,48.6,123,119.1,80,60.1,41
178.5,110.7,48.4,122.4,120.5,80.3,60.2,41
177.5,110.6,48,121.2,120.2,80.8,61.4,41
175,109.6,48.3,123.5,118.7,80.7,60.1,41
175.5,109.4,48.3,120.5,118.9,80.6,61.2,41
177,109.4,48,123.6,119.3,80.9,60.6,41
176,108,48.6,123.9,118.5,80.6,61.1,41
175,108.8,48.3,120.6,120.8,80.2,60.6,41
177.5,108.4,48.5,122.3,118.3,80,60.9,41
176,110,48.6,120.7,120.1,80.2,60.1,41
179.5,110.5,48.9,123.4,118.7,80,61.1,41
175.5,109.4,48.2,121.5,118.7,80.3,61.3,41
178.5,108.8,48.6,120.2,119.2,80.8,61,41
176.5,109.8,48.7,123.1,118.2,80.7,61.1,41
179.5,108.4,48,123.2,118.6,80.7,60,41
176.5,110.4,48.6,121.3,120.6,80.2,61,41
179,109,48.3,120.8,120.4,80,60.7,41
175,108.9,48.7,123.5,120.6,80,60.8,41
178.5,109.3,48.2,120.8,119.2,80.4,60,41
175,110.6,48.3,121.1,118.4,80.7,61,41
179,109.2,48.8,121.3,118.1,80.4,60.6,41
176.5,109.2,48,120.5,120,80.6,60.2,41
178,109.7,48.7,121,118.6,80.1,60.8,41
179,109,48.4,122.2,119.1,80.3,61.2,41
175.5,108.2,48.9,121.4,120.8,80.4,60.8,41
175,110.8,48.1,120,118,80.8,60.9,41
178.5,109.3,48.9,120.5,119.6,80,61.4,41
178,110.8,48,121.1,118.2,80.6,60.5,41
176.5,108.8,48.4,120.7,120.8,80.2,61.3,41
175,108.1,48.1,122.2,120.7,80.2,60.8,41
175.5,109,48.5,120.3,120.5,80.3,60.3,41
177.5,108.2,48.5,123.2,118.6,80.6,61.2,41
177,109,48.3,122.3,120,80.4,61.4,41
175,108,48.9,121.2,118.6,80.1,60.4,41
178,110.4,48.2,120.1,120,80.2,60.4,41
179,108.5,48,123.5,118.6,80.3,60.1,41
178.5,108,48,121.3,118.6,80.9,61.3,41
175.5,108.7,48.1,123.7,120.7,80.1,61.2,41
179,109.7,48.8,122,119,80.9,60.2,41
177,108.8,48.3,122.1,118.7,80.7,61.2,41
178,108.8,48,122.6,118.2,80,60.5,41
175.5,109.4,48.8,122.7,118.2,80.9,60.3,41
179,110.5,48.2,122.1,119.4,80.3,61.4,41
176.5,110.6,48.7,121.9,118.9,80.6,60.7,41
178.5,110.8,48.6,122.8,120.2,80.4,60.6,41
176.5,109.8,48.1,120.6,120.2,80.7,61.1,41
178.5,108.7,48.7,121.9,120.1,80.1,60.4,41
179,108.6,48.4,123.1,120.2,80.4,60.6,41
179,110.8,48.9,123.2,118.9,80.8,60.4,41
175.5,109.4,48,122.3,120.3,80.4,60.5,41
178,110.9,48.8,122.6,120.5,80,60.7,41
179,108.7,48.3,120.7,120.7,80.5,60.2,41
177.5,109.5,48.8,122.8,120.3,80.3,60.4,41
179.5,109.5,48.4,120.6,119.9,80.9,60,41
178,109.3,48.1,123.1,118.3,80.6,60.3,41
177.5,110.4,48.6,122.3,120.5,80.5,60.3,41
178,110.2,48.8,120.8,119.9,80.5,60.2,41
175,108.5,48,120,118.7,80.9,61.4,41
178.5,108.1,48,120.7,120.3,80.5,60.9,41
178,109.8,48.1,120.1,118.3,80,60.3,41
177,110.8,48.2,120.3,119.9,80.1,60.8,41
175,110,48.7,122.3,119.2,80.7,60.5,41
177,110.6,48.4,121.2,118.1,80.6,60.3,41
175,110.6,48.2,121.8,119.7,80.9,60.6,41
179,108.1,48.6,123.8,118.8,80.9,60.5,41
179,109.9,48.3,121.5,120.9,80.8,60.4,41
176,110.9,48.4,121.1,119.4,80.3,61.2,41
178.5,110.1,48.9,120.9,120.4,80.7,60.9,41
176,110.2,48.5,121.8,119.4,80.7,60.9,41
175.5,108.7,48.8,121.3,119.8,80.9,60.2,41
178.5,110.2,48.7,120.5,120.8,80,60.6,41
176.5,110,48.5,120.1,120.8,80.2,60.4,41
178,109.3,48.9,120.8,120,80.1,60.5,41
175.5,110.3,48.8,123.8,119.4,80.4,60.6,41
178,108,48.2,121.9,119.1,80,60.2,41
178,110.6,48.1,120.8,120.6,80.7,60.3,41
177.5,109.7,48.7,122.2,120.7,80.3,61,41
177,108.3,48.9,122.2,119.9,80.3,60.6,41
177.5,109.2,48.9,120.7,119.5,80.7,61.3,41
177.5,110.7,48.5,121.3,119.9,80.3,60.6,41
175.5,109.2,48,120,119.7,80.2,60.7,41
175,109.9,48.8,121.6,118.2,80.9,60.3,41
177.5,109.9,48.9,123.3,118.1,80.1,61.1,41
177.5,109.6,48,121.3,119.5,80.6,60.1,41
175,110,48.1,122.9,120.2,80.1,61.2,41
177,110.3,48.4,123.6,118.4,80.8,60.9,41
175,110.4,48.8,121.4,118.8,80.6,60.6,41
175.5,109.4,48.9,123,119.1,80.8,60,41
176,108.5,48.7,122.5,120.2,80,61.4,41
177,109.4,48.1,120.4,118.2,80.2,61.4,41
177,109,48.7,122.6,119.4,80.8,60.6,41
175.5,110.8,48.2,121.6,120.6,80.1,60.9,41
177.5,109.7,48.8,121,118.7,80.4,60.8,41
177,109.5,48.6,120,118.7,80.2,60,41
175,108.4,48,121.8,119.3,80.2,61.4,41
175.5,108.6,48.2,123.4,120.7,80.2,60,41
179.5,109.4,48.1,121.3,119.9,80.4,60,41
178,110.3,48.3,122.1,119.3,80.9,61.2,41
176,110.5,48.9,121.4,119.7,80.9,61.2,41
179.5,110.6,48.3,123,120.8,80.3,61.2,41
179.5,108.9,48.3,121.8,119.9,80.8,61.4,41
179,110.6,48.6,122.3,120.4,80.2,60,41
177.5,108.9,48.5,122.6,118.9,80.3,60.4,41
177,110.6,48,122.3,120,80.8,61.4,41
178.5,109.8,48.7,121.7,118.1,80.5,60.5,41
175,109.8,48,121.1,120.8,80.6,60.7,41
179.5,110.8,48.3,123.1,119.9,80.4,61,41
175.5,108.4,48.3,122.1,119.5,80.9,61,41
177.5,110.7,48.1,120.2,120.6,80.3,60.7,41
178.5,110.4,48.3,121.3,119.4,80.3,60.8,41
176.5,108,48.1,120.1,118.4,80.8,60.6,41
179.5,109.6,48.5,121,119.2,80.6,61.1,41
176.5,110.9,48.9,122,120.6,80.5,60.1,41
177,109.2,48.2,123.5,118.7,80.9,61.3,41
179.5,110.9,48,120,118,80.1,60.5,41
175,108.1,48.7,122.5,118.6,80.4,61.1,41
179,109.6,48.4,120.4,119.7,80.2,61.4,41
176.5,109.4,48.2,122.8,120.9,80.9,61,41
176,108.5,48.9,122.7,120.6,80.8,60.8,41
176,108,48.9,122.4,120.4,80.2,60.3,41
179.5,110.7,48.5,122.5,118.8,80.9,60.3,41
177,110.8,48.5,121.1,118.9,80.9,60.1,41
179,108.4,48.9,122.9,118.3,80.9,60,41
177,108.4,48.5,123.8,120.1,80,61.2,41
179.5,108.7,48.3,120.7,118.8,80.7,60.3,41
175.5,108.1,48.6,121.4,120.9,80.2,60.1,41
179,108.7,48.4,121.5,119.3,80.4,60.5,41
175,108.4,48.3,122.8,119.4,80.2,60,41
179,109.4,48.1,123.4,118.5,80.9,60,41
176,108.7,48.3,121.4,119.3,80.2,60,41
177.5,108.3,48.5,123.7,118.4,80.6,61.3,41
178,109,48.3,121.9,120.2,80.9,61.4,41
177.5,109.7,48.2,123.5,118.5,80.7,60.1,41
177.5,109.6,48.9,120.4,120.2,80.9,60.4,41
175,110.8,48.1,122.4,119.6,80.4,60.3,41
176,109.7,48.8,122.5,118.8,80.7,61,41
179,110.7,48.2,122.1,119.3,80,61.2,41
176,110.5,48.7,123.3,120.1,80.4,60.7,41
179.5,108.7,48.7,122.4,120.5,80.4,61.2,41
179.5,109.8,48.3,122.7,120.4,80.1,60.7,41
179.5,108.3,48,120.7,120.6,80.2,61.2,41
177.5,109.3,48,123.6,119.5,80.4,60.4,41
177,109.8,48.7,123.7,119.1,80.2,60.5,41
176.5,108,48.4,120,118,80.6,61,41
176,109.3,48.1,121,119.3,80.6,61.2,41
176.5,109.3,48,122.2,120.9,80.9,61.2,41
175.5,108.1,48.5,120.5,118.3,80.8,60.3,41
176.5,110.9,48,122.3,118.7,80.3,60.5,41
177,108.4,48,120.5,119.2,80.3,60.1,41
176,110.7,48.5,123.6,120,80.4,60.4,41
179,109,48.1,123.3,118.4,80.3,61,41
178,110.5,48.6,123.7,118.9,80.3,61.4,41
179.5,108.2,48.3,123.9,120,80,60.6,41
175.5,108.8,48,122.8,120.8,80.6,61.4,41
176,110.6,48.2,121.5,118.3,80.6,61.2,41
175.5,108.1,48.8,121,119.1,80,60.1,41
176,110.7,48.3,122.9,118.9,80.8,60.9,41
176.5,110.9,48,123.2,120.2,80.6,61,41
178.5,109,48.1,120.9,118.7,80.6,60.7,41
178,109.4,48.9,121,119.3,80.7,60.2,41
177.5,109.2,48,123.9,119.8,80.9,60.3,41
176,109.9,48.9,121,119.5,80.5,60.3,41
178,108.4,48.7,120.3,120.2,80.5,60.3,41
176,108.4,48.6,122.9,119,80.4,60.2,41
178,110.9,48.7,123.4,119.9,80.2,60.4,41
177.5,109.5,48,123.1,120.3,80.6,61.1,41
177,110,48.1,122.4,118.8,80.3,60.2,41
177,109.5,48,122.7,118.5,80.3,61.4,41
175,110.3,48.6,122.8,120.1,80.9,60.8,41
175.5,110.8,48.1,121.9,118.9,80.4,60.6,41
179.5,110.5,48.8,120.2,118.5,80.7,60.6,41
179.5,108.1,48.1,122.5,118.2,80.2,60.8,41
177.5,109.6,48.2,120.4,120.9,80.7,61.3,41
177.5,108,48.5,122.4,118,80.7,60.3,41
176,109.7,48.7,121.4,120.1,80.8,60.6,41
179.5,109.4,48.1,122.7,118,80.8,61.2,41
178,109.5,48.5,123.5,119.8,80.4,60.8,41
178,108.8,48.2,122.5,120.7,80.2,60.5,41
178,109.8,48.2,123.9,118.4,80.4,60.7,41
179,109.9,48.5,121.6,120,80.2,61.1,41
179.5,109.2,48.8,121.6,120,80.5,60.8,41
176,108.7,48.4,121.7,118,80.3,60.4,41
179,108.9,48.1,122.8,120.5,80.4,60,41
175.5,108.5,48.2,120.7,119.7,80,60.3,41
177.5,110.6,48.4,123.2,119.6,80.8,60.4,41
176.5,108.4,48.3,122.7,120,80.3,60.6,41
178,108.4,48.9,122.6,118.2,80.3,61.3,41
177.5,110.8,48.5,120.4,120.7,80.8,60.2,41
179.5,110.9,48.8,121.8,118.9,80.2,60.2,41
177.5,110.8,48.3,121.4,120.1,80.5,60,41
179.5,109.5,48.3,120.1,118.7,80.3,60.3,41
179.5,108.7,48.4,120.1,119.4,80.8,60.4,41
177.5,110.6,48.8,120.5,118.4,80.8,61.2,41
177,110.5,48.2,120.8,119.2,80.8,61.4,41
178.5,108.8,48.9,120.8,120.6,80.5,60.2,41
175,110,48.9,120.2,118.1,80.8,60.2,41
175.5,109.5,48.8,122,119.5,80.4,60.1,41
176,110,48.1,120.4,120.1,80.3,60.1,41
175,108.6,48.6,120.1,119.2,80.5,60.1,41
178,108.9,48.1,121.8,120.8,80.6,60.2,41
176.5,110.8,48.4,122.4,120.6,80.3,60.4,41
176.5,110.9,48.5,122.9,120.3,80.6,60.4,41
179.5,108,48.6,123.1,119.8,80.9,60.2,41
177.5,110.2,48.1,123.3,118.7,80.8,60.8,41
178.5,109,48.4,120.8,119.2,80.1,60,41
175.5,108.1,48.9,122.9,120.6,80.5,60.1,41
176,108.4,48,123.6,118.7,80.6,60.7,41
177,110.5,48.1,123.7,120.6,80.6,61,41
178.5,110.8,48,122.8,119.3,80.8,60.4,41
178.5,108.9,48.6,123.3,119.8,80.7,60.7,41
176.5,108.9,48.2,123.1,120.6,80.8,60.9,41
178.5,110.5,48.1,123.6,118.7,80,60.2,41
177,108.4,48.2,121.1,118.4,80.7,61.4,41
178.5,108.1,48,123.4,119.8,80.1,60.3,41
176,109.8,48.9,121.8,120.7,80.9,61.2,41
179.5,109.4,48.3,120.6,120.9,80.6,60.6,41
179.5,109.7,48.2,122,118.9,80.5,61.2,41
179.5,110,48,122.9,120.9,80.3,61.4,41
179.5,109.3,48.2,122,120.5,80.1,61.3,41
178,110,48.7,121.1,120.7,80,61,41
177,110,48.3,120.3,118.2,80.1,61.4,41
176.5,110.8,48.5,121.7,120.8,80.2,60.2,41
177,110.7,48.4,122.9,119.7,80.4,60.5,41
177.5,108.7,48.4,122.7,120.2,80.4,61,41
177.5,109.6,48.7,123.3,118.9,80.8,60.5,41
177,110.9,48,120.6,120.3,80.4,60.2,41
176,110.6,48,122,118.6,80,60.4,41
178.5,109.6,48.7,123.8,118,80,61.4,41
179.5,108.5,48.7,123.4,118.3,80.1,61.4,41
176.5,109.1,48.9,121.2,118.3,80.8,60.9,41
175,108.7,48,120.6,120.3,80.1,60.5,41
178,108,48.2,121.7,120,80.2,60.7,41
179,108.1,48.3,122.5,118.9,80.8,60.7,41
178,110.7,48.2,122.2,118.6,80.9,60.7,41
179,109.3,48.2,122.2,120.1,80.6,60.6,41
179.5,108.3,48.3,122.1,119.8,80.6,60.3,41
177.5,108.2,48.8,120.4,119.9,80.1,60.9,41
176.5,110.9,48.5,121,119.8,80.4,60.2,41
176.5,108.2,48.7,121.9,119,80.1,60.2,41
176.5,109.9,48.7,122.9,120.8,80.4,60,41
176.5,109.8,48.5,122,120.8,80.4,61.2,41
175,109.6,48.5,120.4,119.4,80.4,60.7,41
177,110.6,48.8,121.9,120.6,80.1,60.5,41
176.5,108.4,48.8,120.7,120.1,80.7,60.3,41
178.5,109.5,48,120.7,118.5,80.4,60,41
179.5,110.3,48.7,123.2,120.9,80.2,60.7,41
179,108.1,48.1,123.5,119.5,80.4,60.7,41
179,110.2,48.2,122.9,119.3,80.2,60,41
175.5,108.8,48.7,121.4,120.1,80.1,60.1,41
177,108.3,48.2,122.7,119.7,80.9,61.1,41
179,108.6,48.6,121.1,120.6,80.6,60.4,41
176.5,109.2,48.3,120.3,120.9,80.2,60.2,41
178.5,110.8,48.9,122.5,120.6,80.5,60.5,41
176,109.9,48.9,122.9,118.9,80,60.9,41
176.5,109.7,48.9,121.6,119,80,61.2,41
179,110.8,48.3,122.6,118.2,80.7,61.1,41
177,109.3,48.4,120.5,119.8,80.9,60.9,41
178,108.9,48.4,120.6,119,80.5,60.2,41
179,109.5,48.8,120.9,119.1,80.6,60.6,41
178.5,110.3,48.1,120,119.6,80.7,61.3,41
175,110.4,48.7,121.4,119.4,80.9,60.7,41
177,108.9,48.3,121.5,119.4,80.3,60.2,41
175,110.5,48.2,121.4,119.3,80,60.3,41
176.5,110.3,48.9,120.3,120.8,80.7,60.3,41
178,108.9,48.8,120.6,120.7,80.1,61.1,41
177.5,108.1,48.5,122.3,118.9,80.3,61.1,41
178.5,110.3,48.5,123.6,118.9,80.3,61.2,41
179.5,110.5,48.5,123.7,119.6,80.5,61.4,41
179.5,110.8,48.6,120.5,120.4,80.9,60.4,41
179,108.7,48,123.8,118.4,80.9,60,41
176.5,110,48.6,120.1,119.2,80.4,61.1,41
177,110.9,48.5,120,120.6,80.7,60.7,41
175.5,108.5,48.8,120.5,119.2,80.9,60.2,41
175.5,110.5,48.3,123.4,119.3,80,60.3,41
176,108.5,48.6,122.7,118.9,80.5,60.6,41
175.5,108.3,48,122.6,119.7,80.5,61.1,41
177,110.2,48.4,120.1,118.9,80.3,61.4,41
175.5,110.5,48.4,121.7,118,80.1,60.4,41
179.5,108.4,48.9,123.1,120.2,80.1,61.2,41
177.5,108.4,48.6,123.9,119.9,80.2,60.7,41
176.5,109.9,48.7,122.3,119.9,80.7,60.7,41
178,110.6,48.4,122.6,118.2,80.2,60.5,41
179.5,110.3,48,122.2,118.8,80.6,60.5,41
177.5,108.2,48,121.6,119.6,80.2,60.3,41
176,108,48.5,123.7,119.5,80.4,60.7,41
177,110.7,48.3,123.5,118.9,80.5,61.3,41
177,110,48.1,120.1,118,80.3,61.2,41
178.5,109.9,48.5,120.4,120.8,80.8,60,41
176.5,110,48.2,120,118.2,80.2,60,41
176.5,110.2,48.6,121.6,118,80.7,61.4,41
179.5,109.9,48.4,122.1,119.1,80.1,61.3,41
179.5,109.2,48.1,121,119.2,80.8,60.7,41
178.5,108.1,48,121.3,119.4,80.2,60.3,41
176,109.7,48.4,120.6,119.2,80.9,61.1,41
177.5,109.3,48.2,122.8,118.4,80.6,61.3,41
176.5,109.1,48.4,121,120,80.8,61.1,41
175.5,109.5,48.3,120.9,118.8,80.4,60.3,41
179.5,110.1,48.5,120.9,120.4,80.9,60.4,41
178,110.8,48.9,121.2,120,80,60.3,41
178,109.1,48.2,121.5,120.3,80.6,61,41
179.5,108,48.7,120,120,80,60.1,41
178.5,110.3,48.7,120.6,118.2,80.4,61,41
179,109.6,48.7,121.2,118,80.2,60.8,41
175,110.1,48.1,123.6,118.9,80,60.8,41
175,108,48.9,121.7,119.8,80.2,60.6,41
176.5,109,48.6,121.9,120.9,80.7,60.6,41
177.5,110.1,48.3,123.3,119.7,80.6,60.7,41
176.5,108.1,48.7,123.2,120.4,80.3,61.1,41
175,108.1,48.2,120.5,119.6,80.4,61,41
175.5,109.3,48.6,122.3,120.9,80.6,60.4,41
179,109.5,48.9,123,120.3,80.6,61.1,41
176.5,108.7,48.9,122.7,120,80.8,61.2,41
175,108.1,48.2,123.5,118.7,80.6,60.3,41
179,108.5,48.9,123.6,120.6,80.8,60.1,41
179,110.8,48.6,123.4,118.5,80.7,60.2,41
175.5,109.1,48.2,120.4,118.8,80.1,60.6,41
175.5,108.4,48.6,121,118.6,80.6,61.4,41
175.5,109.3,48.8,122.1,118.9,80.5,61.1,41
177,108.8,48.6,121,118.5,80.3,61.3,41
177,110,48.7,120.1,120.9,80.6,60.9,41
177,110.8,48.9,123.7,120.9,80.3,60.1,41
175.5,110,48,122.1,119.9,80.6,60.2,41
178,110.3,48.2,122.7,118.5,80.9,60.4,41
175,108.5,48.3,123.2,120.6,80.3,60.3,41
179,108.5,48.5,121.3,120.7,80.8,60,41
177.5,109.3,48.9,121.4,119.8,80.6,60.1,41
175,108.4,48,123.2,119.1,80.3,60.5,41
177.5,110.4,48.1,123.3,118.5,80.8,61.4,41
177.5,108.8,48.8,121.4,120.8,80.4,61,41
179.5,109.3,48,123.3,120.9,80.7,60.3,41
175,108.9,48.9,120.9,118.4,80.5,61.2,41
179,108.8,48.9,121.9,120.9,80.3,60.6,41
175,109.2,48.7,120.8,118,80.1,60.5,41
178,109.7,48.8,121.2,119.3,80.3,61.1,41
177.5,110,48.7,121.6,120.4,80.5,60.6,41
177.5,110,48,120.9,119.4,80,60.2,41
176.5,108.9,48.4,123.1,119,80.2,60.2,41
179.5,108.1,48.1,121.2,119,80.1,61.3,41
177.5,108.8,48.2,120.3,118.2,80.7,60.6,41
176,109.3,48.8,121.7,119.1,80.6,60,41
178.5,109.6,48,122.6,119.5,80.1,60.1,41
178.5,109.7,48.1,120.4,118.4,80.6,60.9,41
175.5,110.6,48.8,123.5,118.5,80.9,60.4,41
178,108.1,48.4,122.4,120.8,80,60.6,41
177.5,109.5,48.7,122.9,119.7,80.5,60.8,41
176.5,110.4,48.8,122,119.5,80.2,61,41
179.5,110.7,48.4,121,120.5,80.4,61.2,41
175.5,109.3,48.9,121,118,80.9,61.1,41
176,110.7,48,120.8,118.4,80.3,61,41
176.5,109.8,48.6,123.8,119.5,80.9,61,41
175.5,110.9,48.5,122.1,120.1,80.8,60.2,41
178,109.3,48.3,120.8,120,80.5,60,41
178.5,108.8,48.7,121.9,118.1,80.7,60.1,41
178,109.2,48.4,121.6,118.5,80,60.6,41
178,110.7,48.2,122.5,118.2,80.9,60,41
179.5,108.2,48.4,121.5,120.6,80.1,61.4,41
176,109.2,48.6,123.3,118.8,80.5,60.6,41
175.5,109.7,48.5,121.2,119.2,80.9,60.6,41
175,110.9,48.7,121.6,120.7,80.2,61.4,41
179.5,109,48.5,121.6,118.2,80.3,61,41
179,109,48.8,120.8,120.1,80,60.8,41
177.5,108,48.3,122.6,118.2,80.1,61.3,41
175,109.1,48,123.4,119.4,80.1,61.1,41
178.5,110.4,48.5,121.5,119.3,80.8,60,41
179,108.6,48.4,123.3,120,80.9,60.3,41
178,110.5,48.1,122.6,119.8,80.8,60.7,41
176.5,110.3,48.4,121.1,118.2,80.8,60.4,41
178.5,109.7,48.3,122.6,119.7,80.3,60.7,41
175,109.9,48.9,120.4,119.8,80.5,60.1,41
176,108.7,48.4,123.9,118.6,80.2,60.8,41
178.5,108.5,48.6,120.8,120.8,80.2,60.9,41
178.5,109,48.5,121.6,120.4,80,60.9,41
178,108.8,48.7,123.2,118.5,80.4,60.4,41
179.5,110,48.6,120,120.2,80.8,61.3,41
179.5,109.8,48,122.7,120.3,80.2,61,41
178,110.6,48.5,122.7,119,80.4,60.9,41
175.5,108.8,48.1,122.7,118.5,80.5,60.8,41
177.5,109.7,48.5,122.4,119.3,80.9,60,41
179,109.3,48.9,121.1,120.5,80.6,61.2,41
175.5,109.1,48.2,122.5,119.5,80.9,60.6,41
179,110.5,48.1,121.3,120.3,80.6,60.4,41
176.5,109,48.3,121.7,118.2,80.9,60.5,41
177.5,108.1,48,122.1,120.4,80.1,60.8,41
175,109.6,48.5,123.3,118,80.2,61.3,41
176.5,109.3,48,123.1,118,80.7,60.3,41
178,110.6,48.1,123.7,118.9,80.4,61.1,41
177.5,108.6,48.8,121.5,120.5,80.3,60.2,41
178.5,110.2,48,123.4,118.4,80.6,60,41
177.5,110.3,48.1,123.1,119.3,80.2,61.4,41
175.5,110.8,48.6,121.1,118.2,80.4,61.4,41
179.5,109.8,48.7,120,118,80.2,60.6,41
176.5,108.9,48.8,120.7,120,80.9,60.5,41
178.5,109.6,48.4,122.4,119.4,80.1,60.5,41
176,110.6,48.9,121.7,120.5,80,61.3,41
175,110.4,48,123.7,119.9,80.8,61,41
179,110.9,48,121.9,120.4,80.5,61.4,41
178,108.9,48.7,122.2,118.8,80.9,61.1,41
177.5,108,48.4,120.1,119.2,80.6,60.5,41
176,109.3,48.9,122.4,119.8,80.8,61,41
176.5,110,48.3,120.4,120.5,80.2,60.1,41
177,110.3,48.2,122.6,118.2,80.2,61,41
178,108,48.3,120.2,120.5,80.4,60.3,41
179.5,108.1,48,123,118.4,80.6,60.9,41
175,108.6,48.1,121.9,119.1,80,60.5,41
177.5,108.6,48.1,121.6,118.4,80.2,61.4,41
176.5,110.1,48.9,122.4,118.5,80.4,60.7,41
175,108.7,48.4,120,119.6,80,61.1,41
179,109.3,48.9,120.1,120.6,80.5,61.3,41
179.5,108.8,48.8,122.7,120.4,80.1,60,41
178.5,109.1,48.6,123.9,118.3,80.6,60.6,41
179,109.6,48,123,120.2,80.6,60.2,41
177.5,110.9,48.3,120.3,119.7,80.2,61.4,41
178.5,110.1,48,120.2,118.5,80.1,60.6,41
176.5,109.1,48.5,122.7,118.8,80.3,60.8,41
179.5,110.6,48.5,120.4,119.8,80,60.1,41
176.5,109.9,48.2,121.8,120.7,80.9,61.3,41
177.5,109.6,48.3,123.2,120.5,80.6,61,41
179,110.5,48.5,120.6,119.8,80.7,61.3,41
175.5,108.4,48,122,118,80.1,60.2,41
179,108.8,48.4,120.7,118.2,80.7,60.2,41
176,110.2,48.7,120.5,119.6,80.2,60.7,41
178.5,110.2,48.2,122.9,119.2,80.9,61,41
175,109.8,48,120,118.1,80.2,61.1,41
177.5,110.1,48.8,122,119.1,80.2,60.8,41
179,110.2,48,122.4,120.5,80.1,61.1,41
175.5,110,48.7,123.1,118.8,80.5,60.6,41
178,108.6,48,122,119.2,80.4,61.2,41
175,108.2,48,120.1,119.3,80,60.1,41
179,110.3,48.6,123.6,120.7,80.1,60.1,41
178,110.7,48.1,120.2,119.7,80.4,60,41
176,110.2,48.8,120.8,119.2,80.6,61.1,41
178.5,109.7,48,123,118.5,80.4,60.2,41
178.5,109.8,48.7,122.8,120.1,80.6,60.2,41
178,109.9,48.3,122.2,120.8,80.8,61.4,41
177,108.3,48.4,123.5,118.6,80.3,60.3,41
177,108,48,121.5,118.2,80.9,60.8,41
178,109.6,48.1,123.4,118.8,80,61,41
178.5,109.5,48.8,120.4,118.9,80.1,60.6,41
176.5,108.7,48.6,121.7,118.9,80.5,60.8,41
177,110.6,48.8,120.7,120.1,80.5,60.9,41
178,108.7,48.6,123.6,118.9,80.8,61.2,41
176,108.7,48.3,123.3,118.3,80.6,60.6,41
179.5,110.1,48.4,121.5,118.4,80.4,60.4,41
177.5,110.6,48.9,121.6,118.3,80.7,60.1,41
179,110.4,48.9,122.4,118.2,80.9,60.1,41
179,110.4,48.5,122.7,120.6,80.2,60.6,41
179,110.9,48.8,122.2,118,80.8,60.6,41
177,108,48.2,121.3,119.3,80.4,60.6,41
177.5,108.2,48.4,121,118.8,80.4,61.1,41
179.5,108.4,48.9,121.6,120.6,80.5,60.6,41
175.5,108.4,48,122.2,120.6,80.3,60.3,41
176.5,110.2,48.7,121.9,119.1,80,61.2,41
176.5,109.8,48.3,120.9,119.9,80.7,61.3,41
176.5,110.2,48.3,122.3,119.3,80.6,60.7,41
178,110,48.9,123.1,119.2,80.2,61.1,41
178.5,109.3,48.8,121,118.6,80.8,61,41
175,110.3,48.4,120.4,119.6,80.4,60.6,41
177,109.8,48.7,120.9,119.3,80.8,61.3,41
179.5,109,48.6,123.3,118.5,80.7,61.1,41
177,108.5,48,120.8,118.5,80.9,60.2,41
179,110.2,48.1,121.9,120.4,80.2,61,41
175.5,110.5,48.1,121.9,119.6,80.8,60.5,41
177.5,108.5,48.1,121.9,120.7,80.6,60,41
179,110.6,48.8,120.3,119.4,80.7,61.3,41
178.5,109.8,48.3,120.7,119.6,80.2,60.8,41
